Card ID,Name,Game,Card Type,Cycle,Card Size,Found In,Used For,BP Level,Backside Effects,AT/GT?,AT/GT,Resources,Non-Response Text,Responses,Crit Lore,Crit Response,Secrets,FAQ,Errata
CS1373,Many-Eyed Face,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,II,,AT-Q,7,1 Eye Cluster,,Fail The Oracle moves 6 spaces directly away from the Attack (without turning). Giant Glaciate the previous Primordial space. :Wound Gain +1 @Fate. Glaciate the previous Attacker space,"You slice away the Oracle's face, revealing the kaleidoscope of terror hidden beneath! The face momentarily hardens and turns to ice, yet the eyes still move..","Gain the [Eye of the Watcher|CJ1502] @Gear card (Secret deck 8, card 84), @AdversaryActivation",,,
CS1374,Temporal Icicle Gland,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,II,,AT,5,1 Clothflesh,Atemporal,Fail Gain +3 @Fate. Time-clocked,You shatter one of the black icicles and for a moment all your realities are bared before you. You choose the one in which you smash this abomination into oblivion!,You may reset @Fate and perform a Bonus Attack!,,,
CS1375,Sun-Burned Flange,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,II,,AT,6,1 Clothflesh,,Instinct Perform Signature against the Attacker,"As you rip the bone-mass flange, the Timefront in the distance shudders in fear and seemingly backs away!",Move the Timefront 3 spaces backward,,,
CS1376,Inner Eye Colony,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,II,,AT-Q,8,1 Eye Cluster,,Fail Time-clocked. Glaciate the previous Attacker space. :Wound Move the Timefront 1 space backward,Your weapon digs deep into the Oracle's flesh. So deep you damage the innerwards layer,Disable the {Quantum Eye} Trait!,,,
CS1377,Living Lenses,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,II,,AT-Q,8,1 Eye Cluster,,Fail Gain +2 @Fate. Gain the Sealed Condition card. :Wound Move the Timefront 1 space backward. The Oracle moves 6 spaces directly away from the Attack (without turning). Giant Glaciate the previous Primordial space,"Inside the impossible space of the Oracle's entrails, a singular giant eye made of living glass. Your hit shatters it into a thousand pieces",Disable Double Laser Attacks,,,
CS1378,Ontological Antennae,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,III,,AT-Q,8,1 Clothflesh. 1 Frozen Ambrosia,,"Fail Rewind all Titans. Glaciate the previous Attacker space. :Wound Gain the Sealed Condition card. The Oracle moves 6 spaces directly away from the Attack (without turning). Giant Glaciate the previous Primordial space.
","Your first blow dents the creature's head, the second one smashes it all together! Though the Oracle seems unaffected, its grasp on Time has weakened",Disable Hypertime Oracle's Rewinds,,,
CS1379,Sun-Flayed Soul,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,III,,AT,8,1 Eye Cluster. 1 Frozen Ambrosia,,Fail Perform Signature against the Attacker. :Wound Gain @Fate eual to the Primordial LVL. Perform Signature against the Attacker,"As you bear down on the creature's head, time slows down to a crawl, stutters. Timespace itself provides resistance. You slice through just the same! The sun-flayed soul falls apart and you get a glimpse of the cold, pitiless Sun behind it all..",The Oracle dies!,,,
CS1380,Voidheart,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,III,,AT-Q,9,1 Eye Cluster. 1 Frozen Ambrosia,Atemporal,Fail Draw a Moiros card. :Wound Gain +2 @Danger and the Sisyphean Condition card,"And inside the hollow of the creature's body, a miniature glove of shining darkness. Sun's pale imitation. You squish it like a bug!","Gain +1 @Progress. After the Battle, resolve the _Helionauts_ Special Event",,,
CS1381,Invisible Eyes Parasite,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,III,,AT-Q,7,1 Clothflesh. 1 Frozen Ambrosia,,Instinct Perform Signature against the Attacker,"Immaterial and unseen, yet not beyond your reach. You gouge them out!","Gain the [Paradox|CJ1503] @Gear card (Secret deck 8, card 85), @AdversaryActivation",,,
CS1382,Ripen Realities,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,III,,AT-Q,7,1 Clothflesh. 1 Frozen Ambrosia,Atemporal,Fail Gain @Fate equal to the Primordial LVL. WoO Move the Timefront 2 spaces forward,"And along the clothflesh body long strands of possible destinies, ripen for the taking. You cut a promising one and step through",You may perform a Bonus Attack!,,,
CS1383,Timeline Digestion System,Odyssey,BP,Cycle III,Standard,,Hypertime Oracle,III,,AT,10,1 Eye Cluster. 1 Frozen Ambrosia,,Instinct The Oracle moves 6 spaces directly away from the Attack (without turning). Giant Glaciate the previous Primordial space. WoO Move the Timefront 1 space forward,"You do not presume to know how the monster eats time itself, but your last blow gave it indigestion! As the Oracle vomits time, you understand you broke the tide...",Remove the Timefront from the Board,,,
CS1716,Sharp Talonarm,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,I,,AT,4,1 Frozen Ambrosia,,Instinct Pushback 3. Gain Bleeding up to 1,"You cut off the malformed limb at the wrist, yet you immediately notice a new one starting to grow back..","Gain the [Right Talon of Doom|CJ1516] @Gear card (Secret deck 8, card 86), @AdversaryActivation!",,,
CS1717,Oddment Loincloth,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,I,,AT,6,1 Frozen Ambrosia,,Fail Time-clocked. :Wound Gain the Muffled Condition card,"You tear the surprisingly durable tatters, revealing a body that is grotesquely mortal-like",Gain the @PriorityTarget Priority Target token. You may perform a Bonus Attack!,,,
CS1718,Feathered Back,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,I,,AT,5,1 Frozen Ambrosia,,Fail Knockdown. :Wound WoO Gain Bleeding up to 1. The Harpy moves to the center of the Board and turns to face the most Titans,One fateful blow cuts the burgeoning wings right off!,The [Predator|CX1681] Trait treats 1 Bleeding token as not havin the [Bleeding|CL1283] Condition at all,,,
CS1719,Humanoid Limb,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,I,,AT,4,1 Frozen Ambrosia,,Fail Knockdown. :Wound Pushback 3,"Your hit shatters the bones in the arm, turning it to mush. The Harpy staggers back and you follow your attack with another strike!","Gain the @PriorityTarget Priority Target token. You may perform a Bonus Attack, ignoring the {Rapid Adaptation} Trait!",,,
CS1720,Exoribcage,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,I,,AT,6,1 Frozen Ambrosia,,Fail Regurgitate. Pushback 3. :Wound Perform Signature against the Attacker,"Discard 1 Rapid Adaptation token from the Battle. If there aren't any, another Titan may move up to 3 spaces and perform a *Bonus Attack!*","Discard 1 Rapid Adaptation token fromt he Battle. If there aren't any, another Titan may move up to 3 spaces and perform a Bonus Attack!",,,
CS1721,Tentacle Appendage,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,I,,AT,5,1 Frozen Ambrosia,,Fail Pull 3. :Wound Knockdown. Pushback 3,"As the Harpy lashes at you with its tongue, you cleanly shave it off with a precision cut!",Disable the {Pull X} keyword on Harpy Attacks,,,
CS1722,Vestigial Wing,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,II,,AT,7,1 Razorclaw,,Fail All adjacent Titans suffer Knockdown. :Wound WoO The Harpy moves to the center of the Board and turns to face the most Titans,"You rip off the wing-like appendage, revealing the soft, still unformed tissue beneath!",Another Titan may move up to 3 spaces and perform a Bonus Attack!,,,
CS1723,Tentacles Bristles,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,II,,AT-Q,5,1 Razorclaw,,Fail Gain Bleeding up to 2. :Wound Pull 3. Gain the Muffled Condition card,"You smash the Harpy's face, crushing the delicate bristle-feelers!",Disable the Bleeding effects on Harpy Attacks,,,
CS1724,Tentacle Muscles,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,II,,AT,8,1 Icarian Feather,,Fail Knockdown. Pull 3 :Wound Bleeding 1,"You deal a crippling blow, one the creature is unable to adapt from!","Until the end of Battle, when attacked from a Blindspot space, the Harpy has -1 @AT",,,
CS1725,Snakespine,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,II,,AT,7,1 Icarian Feather,,Instinct Perform Signature against the Attacker,"This his would outright kill a lesser creature, the Harpy just assumes a hunched pose","Discard 1 Rapid Adaptation token fromt he Battle. If there aren't any, another Titan may move up to 4 spaces and perform a Bonus Attack!",,,
CS1726,Wedgehead,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,II,,AT,8,1 Icarian Feather,,Fail Pull 3. Gain the Muffled Condition card. :Wound WoO Gain Bleeding up to 2. The Harpy moves to the center of the Board and turns to face the most Titans,"The blow breaks the monster's skull, spilling brain fluid like a leaky amphora",Deal an additional Single Wound!,,,
CS1727,Hollow Eye,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,II,,AT,6,1 Razorclaw,,Fail Gain the Sealed Condition card. :Wound Gain the @PriorityTarget Priority Target token. Perform Signature against the Attacker,These fake eyes do serve a purpose - they connect to something divine... you just blinded them!,Disable the [Muffled|CL1291] and [Sealed|CL1291] Conditions. Discard all Muffled and Sealed Condition cards from Titans,,,
CS1728,Evolutionary Gland,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,III,,AT,8,1 Razorclaw. 1 Frozen Ambrosia,,Instinct Gain Bleeding up to 3. Place an additional generic token as a Rapid Adaptation token on any space of the Icarian Adaptation Board,"You puncture the organ responsible for the rapid evolution of the Harpy. It staggers back, clearly hurt!","Discard 1 Rapid Adaptation token fromt he Battle. If there aren't any, another Titan may move up to 5 spaces and perform a Bonus Attack!",,,
CS1729,Searing Sphere,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,III,,AT-Q,10,1 Icarian Feather. 1 Frozen Ambrosia,,Fail Draw an Obol. :Wound Pushback 3. Discard the Bleeding Condition card,You reach deep inside the creature's body and rip out the miniature simulacrum of the merciless Sun!,"Gain the [Spherecast|CJ1517] @Gear card (Secret deck 8, card 87), @AdversaryActivation!",,,
CS1730,True Eyes,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,III,,AT-Q,8,1 Icarian Feather. 1 Frozen Ambrosia,,Fail Pull 3. Draw a Moiros card. :Wound Perform Signature against the Attacker,"You gouge out the monster's eyes, its true conduit to the Sun!",The Harpy dies!,,,
CS1731,Ontological Plumage,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,III,,AT,7,1 Razorclaw. 1 Frozen Ambrosia,,Instinct Gain the Sealed Condition card,You sever the Harpy's connection with the everchanging timestream!,The [Predator|CX1681] Trait treats 1 Bleeding token as not havin the Bleeding Condition at all. Gain +1 Echo of Recollection,,,
CS1732,Pterohelix,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,III,,AT,7,1 Razorclaw. 1 Frozen Ambrosia,,Instinct WoO Gain Bleeding up to 3. Harpy moves to the center of the Board and turns to face the most Titans,These remains are the source of the Harpy's avian features. Destroy them!,"You may perform a Bonus Attack, ignoring the [Rapid Adaptation|CX1679] Trait!",,,
CS1733,The Egg,Odyssey,BP,Cycle III,Standard,,Icarian Harpy,III,,AT,9,1 Icarian Feather. 1 Frozen Ambrosia,,Instinct Perform Signature against the Attacker,For a second you ponder the question: is this the Harpy's progeny or is the monster trapped in an even tighter loop of evolution... then you smash the Egg!,"You may perform a Bonus Attack, ignoring the [Rapid Adaptation|CX1679] Trait!",,,
CS1755,Horsehead,Odyssey,BP,Cycle III,Standard,,Sun Descendent,I,,AT-Q,6,1 Frozen Ambrosia. 1 Writhing Tentacle,,Fail Rewind. :Wound Create a VP. Perform Signature against the Attacker,"Your weapon connects with one of the horse-like skulls and obliterates it completely, creating a stepping stone for you!",Create a VP. You may perform a Bonus Attack!,,,
CS1756,Mouth Feeler,Odyssey,BP,Cycle III,Standard,,Sun Descendent,I,,AT-Q,6,1 Frozen Ambrosia. 1 Sunburned Skull,,Fail Death 3. :Wound Gaint he Muffled Condition card,"The tuft of cut tentacles falls to the ground, like a writhin braid, an ominous portent!","Gain the [Enigma of Transformation|CJ1519] @Gear card, @AdversaryActivation!",,,
CS1757,Stump Tentacle,Odyssey,BP,Cycle III,Standard,,Sun Descendent,I,,AT,7,1 Writhing Tentacle,,"Instinct All Titans in Zone 1: Gain +1 @Danger. WoO If adjacent, Time-clocked","The large tentacle falls to the ground and breaks into smaller ones, each one still writhing, like a fat maggot!",Deal an additonal Single Wound!,,,
CS1758,Forewing,Odyssey,BP,Cycle III,Standard,,Sun Descendent,I,,AT,8,1 Writhing Tentacle. 1 Sunburned Skull,,Fail Gain @Fate equal to the Primordial LVL. Time-clocked. :Wound Rewind,"You clip the wing, shattering the Sun Descendant's balance!","Search the BP deck and choose 1 card to set aside. After Escalation, place the set aside card on top of the BP deck",,,
CS1759,Skulljaw,Odyssey,BP,Cycle III,Standard,,Sun Descendent,I,,AT,8,2 Writhing Tentacle,,Fail Gain +1 @Fate and the Muffled Condition card. :Wound Create a VP,"You unhinge the giant jaw, turning it into a prop for your imminent ascent to the top!","Create a VP. Until the end of Battle, when attacked from VP1, Sun Descendant has -1 @AT",,,
CS1760,Swordwing,Odyssey,BP,Cycle III,Standard,,Sun Descendent,I,,AT,7,1 Sunburned Skull,,Fail Perform Signature against the Attacker. :Wound Create a VP,"The razorsharp wing falls limp at the monster's side, revealing a bony protrusion that will surely give you purchase!","Create a VP. During Escalation, choose which BP II card to add to the deck (instead of drawing randomly).",,,
CS1761,Aft Wing,Odyssey,BP,Cycle III,Standard,,Sun Descendent,II,,AT,9,2 Frozen Ambrosia. 1 Sunburned Skull,,Fail Gain +1 @Fate. Rewind. :Wound Knockback 7. Gain +2 @Danger,You clip the giant aft wing in one fell swoop. This one looks almost like the broken wings of Icarus..,"Gain the [Icarus Lot|CJ1527] @Gear card (Secret deck 8, card 88), @AdversaryActivation!",,,
CS1762,Writhing Cephalomuscles,Odyssey,BP,Cycle III,Standard,,Sun Descendent,II,,AT,9,1 Writhing Tentacle. 2 Frozen Ambrosia,"If your Weapon has the Spear Trait, immediately place 1 Break token in the Kratos Pool","Fail All Titans in Zone 1: Gain +1 @Danger. WoO If Adjacent, Time-clocked. :Wound Create a VP","As you cleave through the thick muscle cluster, you suddenly feel it loosen, as if you hit a central nerve!","Create a VP. Until the end of Battle, when attacked from VP II or III, Sun Descendant has -1 @AT",,,
CS1763,Feathery Carapace,Odyssey,BP,Cycle III,Standard,,Sun Descendent,II,,AT,10,1 Writhing Tentacle. 1 Sunburned Skull. 1 Frozen Ambrosia,When you attack from VP II or III. you may initiate a Combined Attack instead,Instinct Perform Signature against the Attacker,"The feathers, you realize, shield the Sun Descendant from the ravages of fate. No more!",Disable the {Quantum Eye} Trait!,,,
CS1764,Lens-Eyes,Odyssey,BP,Cycle III,Standard,,Sun Descendent,II,,AT-Q,8,2 Frozen Ambrosia. 1 Writhing Tentacle,,Fail Knockback 7. :Wound Perform Signature against the Attacker,You break the hidden eye cluster responsible for the focused light attacks!,"Until the end of Battle, Laser Attacks deal -2 @Danger (to a minimum of 1). You may reset your @Fate. You may perform a Bonus Attack!",,,
CS1765,Axlebones,Odyssey,BP,Cycle III,Standard,,Sun Descendent,II,,AT,10,1 Writhing Tentacle. 1 Sunburned Skull. 1 Frozen Ambrosia,"If your Weapon has the Spear Trait, immediately place 2 Break tokens in the Kratos Pool. When you attack from VP II or III. you may initiate a Combined Attack instead","Instinct All Titans in Zone 2: Gain +1 @Danger. WoO If adjacent, Time-clocked","You break the foundation bone of this chariot monster, untethering it from the timestream!",Disable the {Atemporal} effect,,,
CS1766,Wrong-Angled Wing,Odyssey,BP,Cycle III,Standard,,Sun Descendent,II,,AT-Q,8,2 Frozen Ambrosia. 1 Sunburned Skull,,Fail Gain +2 @Fate. Gain the Sealed Condition card. :Wound Create a VP. Rewind. Time-Clocked,You destroy the wing responsible for the storm gusts of time,Create a VP. Disable the Time-clocked keyword,,,
CS1767,Germinating Helionaut,Odyssey,BP,Cycle III,Standard,,Sun Descendent,III,,AT-Q,17,2 Sunburned Skull. 4 Frozen Ambrosia,Atemporal,Instinct Create a VP. Perform Signature against the Attacker,"Your weapon finds the beating heart of the monster, the mortal from whom the Sun Descendant sprouts. Is this Icarus? Or someone else..",The Sun Descendant dies!,,,
CS1768,The Wheel,Odyssey,BP,Cycle III,Standard,,Sun Descendent,III,,AT,18,2 Writhing Tentacle. 4 Frozen Ambrosia,"When you attack from VP III. you may initiate a Combined Attack instead. You may voluntarily end this Attack before performing a Power Roll. If you do, clear the Kratos Pool",Fail Draw an Obol,Your attack damages the tyrannical wheel of time itself and for a moment you gain absolute control of your fate. For a moment,Deal an additional Single Wound!,,,
CS1769,Black Ice Shard,Odyssey,BP,Cycle III,Standard,,Sun Descendent,III,,AT,17,2 Sunburned Skull. 4 Frozen Ambrosia,Atemporal,Fail Rewind all Titans. :Wound Gain the Sealed Condition card. The Sun Descendant moves 6 spaces directly away from the Attacker (without turning).,You shatter the large piece of black ice hanging for the monstrous chariot's undercarriage. You think there's a... wing frozen inside!,"Gain the [Icarus's Fall|CJ1528] @Gear card (Secret deck 8, card 89), @AdversaryActivation!",,,
CS1770,Simulated Sun,Odyssey,BP,Cycle III,Standard,,Sun Descendent,III,,AT-Q,17,2 Sunburned Skull. 4 Frozen Ambrosia,Atemporal,Fail Gain +3 @Fate. Draw a Moiros card. :Wound Create a VP,You snuff out the imitated sun of the Sun Descendant!,"Create a VP. Disable the Sun Descendant's Laser Attacks. After the Battle, resolve the _Ton Asterion_ Special Event",,,
CS1771,Hidden Staircase,Odyssey,BP,Cycle III,Standard,,Sun Descendent,III,,AT,18,2 Writhing Tentacle. 4 Frozen Ambrosia,When you attack from VP II or III. you may initiate a Combined Attack instead,"Instinct All Titans in Zone 2: Gain +1 @Danger, if adjacent, Time-clocked","Where space and time hold no power, a hidden staircase leads to the heavens. You feel heat and... sand?",You may perform a Bonus Attack!,,,
CS1772,Sanctified Effigy,Odyssey,BP,Cycle III,Standard,,Sun Descendent,III,,AT-Q,18,2 Writhing Tentacle. 4 Frozen Ambrosia,When you attack from VP II or III. you may initiate a Combined Attack instead,Fail Perform Signature against the Attacker. :Wound Time-clocked,For this is but a Descendant and the real thing is still much revered. End its reign!,Disable the [Merciless Sun] Trait,,,
DS2416,Mighty Claw,Odyssey,BP,Cycle IV,Standard,,Midascore,I,,AT,5,1 Mutable Ambrosia,,Fail Perform Signature against the Attacker. :Wound WoO {Imperial Impetus},"As the paw looms above you, ready to stomp you into the ground, you launch upward, piercing it right through!",Deal an additional Single Wound!,,,
DS2417,Muscular Tail,Odyssey,BP,Cycle IV,Standard,,Midascore,I,,AT,7,1 Mutable Ambrosia,,Fail WoO {Imperial Impetus}. :Wound Perform Signature against the Attacker,"The cut in the smooth tail is imperceptible, yet the Midascore screams in agony, its flight pattern becoming more erratic",Gain the @PriorityTarget Priority Target token. You may perform a *Bonus Attack!*,,,
DS2418,Auric Back,Odyssey,BP,Cycle IV,Standard,,Midascore,I,,AT,6,1 Mutable Ambrosia,,Fail {Airburst 1}. :Wound {Midas 1}. .Gain the [Covetous|DL2007] Condition card,Your weapon carves gilded handholds in the thick but malleable golden skin,"Gain the [Auric Cloak|DJ2358] @Gear card (Secret deck 11, card 189), @Adversary",,,
DS2419,Hardened Underbelly,Odyssey,BP,Cycle IV,Standard,,Midascore,I,,AT,7,1 Mutable Ambrosia,,Fail {Midas 1}. :Wound {Midas 2},"You feel the thick fluid drip on you, its bitter taste on your lips. Is it ambrosia? Or gold? Is there a difference?",Each Titan may perform {Unholy Alchemy}!,,,
DS2420,Long Neck,Odyssey,BP,Cycle IV,Standard,,Midascore,I,,AT,5,1 Mutable Ambrosia,,Fail WoO {Knockdown}. :Wound WoO {Imperial Impetus},"Your weapon finds purchase in the aurified skin, again and again, as if you were carving a golden staircase","Create the Vantage Point. If the VP is already in play, gain +2 Precision when attacking from the VP or Impaled!",,,
DS2421,Towering Wing,Odyssey,BP,Cycle IV,Standard,,Midascore,I,,AT,6,1 Mutable Ambrosia,,Fail {Airburst 2}. :Wound WoO {Imperial Impetus},"As you pierce the rigid blisters on the Midascore's wing, you feel a sweet draft envelop you, like a god's breath",Gain the [Enriched|DL2015] Condition card!,,,
DS2422,Gold-Carrying Vein,Odyssey,BP,Cycle IV,Standard,,Midascore,II,,AT,8,1 Living Gold,,Fail {Midas 1}. Gain the [Greed-crazed|DL2007] Condition card. WoO {Imperial Impetus}. :Wound {Unholy Alchemy}. {Midas 2},"As you dig deep into the Primordial's flesh, you hit a gilded vein. To your amazement, instead of spraying gold, it sucks it up!",Each Titan may discard up to 3 Midas tokens,,,
DS2423,Muscle Floaters,Odyssey,BP,Cycle IV,Standard,,Midascore,II,,AT-Q,6,1 Cursed Bloatsack,,Fail {Midas 2}. :Wound WoO {Imperial Impetus},"As a large floater bursts, the Midascore loses altitude, while you carve a nook to hold onto!","Create the Vantage Point. If the VP is already in play, during the second ability window, plaace 1 negative @AT token in the Kratos Pool",,,
DS2424,Navigation Center,Odyssey,BP,Cycle IV,Standard,,Midascore,II,,AT,9,1 Living Gold,,Fail {Midas 2}. :Wound {Unholy Alchemy},"Your strike obliterates the strangely circular organ, and the Midascore visibly loses much of its airborne grace!","Until the end of Battle, Imperial Impetus distance is halved (rounding up)",,,
DS2425,Golden Vocal Chord,Odyssey,BP,Cycle IV,Standard,,Midascore,II,,AT,8,1 Cursed Bloatsack,,Fail Gain the [Covetous|DL2007] Condition card. WoO {Imperial Impetus}. :Wound {Midas 3},"As you smoothly cut through the golden string, a last, desperate shriek of greed leaves the grotesquely mortal lips of the monster!","Gain the [Golden Harp|DJ2359] @Gear card (Secret deck 11, card 190), @Adversary",,,
DS2426,Wing Bubbles,Odyssey,BP,Cycle IV,Standard,,Midascore,II,,AT,9,1 Living Gold,,Fail {Midas 2}. :Wound WoO {Imperial Impetus},The hot air sacs blow up one after the other! The Midascore's ability to knock you off rooftops will be greatly diminished!,Diable the Airburst X keyword,,,
DS2427,Hind Horns,Odyssey,BP,Cycle IV,Standard,,Midascore,II,,AT,7,1 Cursed Bloatsack,,Fail You are Impaled. :Wound Perform Signature against the Attacker,"Your well-placed hit flattens the hind horns of the monster, like a divine hand creating a plateau!",Disable the [Impaled|DR2415] Status card. Immediately Displace all Impaled Titans,,,
DS2428,Gold Circulation System,Odyssey,BP,Cycle IV,Standard,,Midascore,III,,AT,9,"1 Mutable Ambrosia, 1 Living Gold",,Fail {Midas 2}. Gain the [Greed-crazed|DL2007] Condition card. :Wound {Unholy Alchemy}. {Midas 4},Only greed sustained it. Your generous strike has driven a stake through this unsustainable organ!,The Midascore dies!,,,
DS2429,Golden Curse Tumor,Odyssey,BP,Cycle IV,Standard,,Midascore,III,,AT-Q,11,"1 Mutable Ambrosia, 1 Living Gold",,Fail {Midas 2}. Gain the [Greed-crazed|DL2007] Condition card. :Wound Gain the Goldthirst Curse Affliction. WoO {Imperial Impetus},"You shatter this ontological organ and the Curse of the Golden Touch is gone, at least here",Disable the Midas X keyword,,,
DS2430,King's Scroll,Odyssey,BP,Cycle IV,Standard,,Midascore,III,,AT-Q,9,"1 Mutable Ambrosia, 1 Cursed Bloatsack",,Instinct Perform Signature against the Attacker,You rip the ancient scroll that bound the creature to eternal servitude to shreds!,"You may discard an Affliction or Condition card! If you don't have any, you may perform a *Bonus Attack!*",,,
DS2431,Imperial Grimace,Odyssey,BP,Cycle IV,Standard,,Midascore,III,,AT,8,"1 Mutable Ambrosia, 1 Cursed Bloatsack",,Fail Draw an Obol. :Wound {Midas 2}. Gain the [Greed-crazed|DL2007] Condition card. WoO {Imperial Impetus},"Your attack momentarily blinds the Primordial, giving you enough time for a follow-up strike!",Gain the @PriorityTarget Priority Target token.. You may perform a *Bonus Attack!*,,,
DS2432,Immovable Horn,Odyssey,BP,Cycle IV,Standard,,Midascore,III,,AT,8,"1 Mutable Ambrosia, 1 Cursed Bloatsack",,Fail {Midas 1}. Gain the [Covetous|DL2007] Condition card. You are Impaled. :Wound Any Impaled Titan becomes not Impaled. WoO {Imperial Impetus},They said the true horn would grow ad infinitum. They lied!,"Create the Vantage Point and immediately climb it *and* gain the [Bihorn Lance|CJ2360] @Gear card (Secret deck 11, card 191), @Adversary",,,
DS2433,Wind Curse Tumor,Odyssey,BP,Cycle IV,Standard,,Midascore,III,,AT,10,"1 Mutable Ambrosia, 1 Living Gold",,Fail {Midas 2}. Gain the [Greed-crazed|DL2007] Condition card. :Wound Gain the Windblight Curse Affliction. WoO {Imperial Impetus},"You squash the tumor, and the Midascore visibly slows down, its wings struggling to keep the massive weight in the air",Diable the {Imperial Impetus} Trait,,,
DS2457,Umbral Fist,Odyssey,BP,Cycle IV,Standard,,Demidjinn,I,,Staircase,7/8,1 Mutable Ambrosia,,Fail Perform Signature against the Attacker. :Wound WoO {Wish Away},Your attack connects with the abyss-black fist and shatters its tiny bones into a million pieces! You hear a muffled sigh,Deal an additional Single Wound!,,,
DS2458,Auric Fist,Odyssey,BP,Cycle IV,Standard,,Demidjinn,I,,Staircase,6/7,1 Mutable Ambrosia,,Fail Remove the closest Irem Tower Terrain tile from the Battle Board. WoO {Wish Away}. :Wound Perform Signature against the Attacker,"You sever the gold-plated arm at the elbow! For a moment, you glimpse the tiny eye of the Demidjinn darting to the slit of the exoskull. There is only sadness there",Gain the @PriorityTarget Priority Target token.. You may perform a *Bonus Attack!*,,,
DS2459,Inscribed Ornament,Odyssey,BP,Cycle IV,Standard,,Demidjinn,I,,Staircase,6/7,1 Mutable Ambrosia,,"Fail Gain X Ambrosia tokens, where X is the Primordial level. :Wound {Midas X}, where X is the Primordial level",--Babelian text--,"Gain the [Pocket Wishlamp|DJ2363] @Gear card (Secret deck 11, card 194), @Adversary",Put translation here,,
DS2460,Unspent Fist,Odyssey,BP,Cycle IV,Standard,,Demidjinn,I,,Staircase,5/6,1 Mutable Ambrosia,,Fail Remove the closest Irem Tower Terrain tile from the Battle Board. Gain the [Wishkeen|DL2011] Condition card. :Wound Discard a Condition card,"The Demidjinn reels from your attack, and you notice it shielding one of it arms. The unbranded one. The one it did not sell","You may get rid of a Curse Affliction! If you don't have any, you may perform a *Bonus Attack!*",,,
DS2461,Golden Growths,Odyssey,BP,Cycle IV,Standard,,Demidjinn,I,,Staircase,5/6,1 Mutable Ambrosia,,"Fail {Midas X}, where X is the Primordial level. :Wound Remove the closest Irem Tower Terrain til efrom the Battle Board. WoO {Wish Away}","You crack open the strange growths, only to find them hollow!",Disable the [Wishkeen|DL2011] Condition card! Discard all _Wishkeen_ Condition card from Titans,,,
DS2462,Sandstorm,Odyssey,BP,Cycle IV,Standard,,Demidjinn,I,,Staircase,7/8,1 Mutable Ambrosia,,Fail Gain +1 @Fate. Move to the Endless Staircase. :Wound Move the Demidjinn up to 2 spaces,You destabilize the Sandstorm,Move the Demidjinn up to 3 spaces. You may perform a *Bonus Attack!*,,,
DS2463,Transforming Muscles,Odyssey,BP,Cycle IV,Standard,,Demidjinn,II,,Staircase,8/9,1 Old Irem Fragment,,Fail WoO {Wish Away}. :Wound Perform Signature against the Attacker,This creature can wish itself into unimaginable strength - and yet it is still too little to stand against you!,"You gain the [Djinn Cloak|DJ2362] @Gear card (Secret deck 11, card 193), @Adversary",,,
DS2464,Blackstone Exoskull,Odyssey,BP,Cycle IV,Standard,,Demidjinn,II,,Staircase-Q,6/7,1 Wish Embryo,,Fail Perform Signature against the Attacker. :Wound Remove the closest Irem Tower Terrain tile from the Battle Board. WoO {Wish Away},"Made from black stone, golden plates, and unfulfilled desires, it cracks under the weight of your staggering blow!","Until the end of Battle, the Demidjinn gains -1 @AT during Attacks performed from the Blindspot or Endless Staircase!",,,
DS2465,Imperial Collar,Odyssey,BP,Cycle IV,Standard,,Demidjinn,II,,Staircase,9/10,1 Old Irem Fragment,,"Fail {Midas X}, where X is the Primordial level. Remove the closest Irem Tower Terrain tile from the Battle Board. :Wound Gain the [Wishkeen|DL2011] Condition card","The paracausal energies cascade between the two forks of the collar, even as you break one of them apart!","Until the end of Battle, Wish Away distance is halved (rounded up)!",,,
